"original_feature","seurat_feature","changed"
"RP11-84A19.2","RP11-84A19.2",FALSE
"RP11-84A19.4","RP11-84A19.4",FALSE
"PTP4A2","PTP4A2",FALSE
"AL136115.1","AL136115.1",FALSE
"RP4-534N18.2","RP4-534N18.2",FALSE
"KHDRBS1","KHDRBS1",FALSE
"RP11-277A4.4","RP11-277A4.4",FALSE
"TMEM39B","TMEM39B",FALSE
"KPNA6","KPNA6",FALSE
"TXLNA","TXLNA",FALSE
"CCDC28B","CCDC28B",FALSE
"RP4-622L5.7","RP4-622L5.7",FALSE
"IQCC","IQCC",FALSE
"DCDC2B","DCDC2B",FALSE
"TMEM234","TMEM234",FALSE
"EIF3I","EIF3I",FALSE
"FAM167B","FAM167B",FALSE
"LCK","LCK",FALSE
"HDAC1","HDAC1",FALSE
"MARCKSL1","MARCKSL1",FALSE
"RP4-811H24.9","RP4-811H24.9",FALSE
"TSSK3","TSSK3",FALSE
"FAM229A","FAM229A",FALSE
"BSDC1","BSDC1",FALSE
"RP1-27O5.3","RP1-27O5.3",FALSE
"ZBTB8B","ZBTB8B",FALSE
"ZBTB8A","ZBTB8A",FALSE
"ZBTB8OS","ZBTB8OS",FALSE
"RBBP4","RBBP4",FALSE
"SYNC","SYNC",FALSE
"RP11-114B7.6","RP11-114B7.6",FALSE
"KIAA1522","KIAA1522",FALSE
"YARS","YARS",FALSE
"S100PBP","S100PBP",FALSE
"FNDC5","FNDC5",FALSE
"HPCA","HPCA",FALSE
"TMEM54","TMEM54",FALSE
"RNF19B","RNF19B",FALSE
"FKSG48","FKSG48",FALSE
"RP1-117O3.2","RP1-117O3.2",FALSE
"AK2","AK2",FALSE
"ADC","ADC",FALSE
"TRIM62","TRIM62",FALSE
"ZNF362","ZNF362",FALSE
"RP11-415J8.7","RP11-415J8.7",FALSE
"A3GALT2","A3GALT2",FALSE
"RP11-415J8.3","RP11-415J8.3",FALSE
"PHC2","PHC2",FALSE
"RP11-415J8.5","RP11-415J8.5",FALSE
"ZSCAN20","ZSCAN20",FALSE
"CSMD2","CSMD2",FALSE
"HMGB4","HMGB4",FALSE
"RP5-1007G16.1","RP5-1007G16.1",FALSE
"C1orf94","C1orf94",FALSE
"SMIM12","SMIM12",FALSE
"GJB5","GJB5",FALSE
"GJB4","GJB4",FALSE
"RP1-34M23.5","RP1-34M23.5",FALSE
"GJB3","GJB3",FALSE
"GJA4","GJA4",FALSE
"RP5-997D16.2","RP5-997D16.2",FALSE
"DLGAP3","DLGAP3",FALSE
"RP11-244H3.4","RP11-244H3.4",FALSE
"ZMYM6NB","ZMYM6NB",FALSE
"ZMYM6","ZMYM6",FALSE
"ZMYM1","ZMYM1",FALSE
"SFPQ","SFPQ",FALSE
"ZMYM4","ZMYM4",FALSE
"ZMYM4-AS1","ZMYM4-AS1",FALSE
"KIAA0319L","KIAA0319L",FALSE
"NCDN","NCDN",FALSE
"RP4-728D4.2","RP4-728D4.2",FALSE
"TFAP2E","TFAP2E",FALSE
"PSMB2","PSMB2",FALSE
"C1orf216","C1orf216",FALSE
"CLSPN","CLSPN",FALSE
"RP11-435D7.3","RP11-435D7.3",FALSE
"AGO4","AGO4",FALSE
"AGO1","AGO1",FALSE
"RP4-789D17.5","RP4-789D17.5",FALSE
"AGO3","AGO3",FALSE
"RP4-665N4.8","RP4-665N4.8",FALSE
"TEKT2","TEKT2",FALSE
"ADPRHL2","ADPRHL2",FALSE
"COL8A2","COL8A2",FALSE
"TRAPPC3","TRAPPC3",FALSE
"MAP7D1","MAP7D1",FALSE
"THRAP3","THRAP3",FALSE
"SH3D21","SH3D21",FALSE
"EVA1B","EVA1B",FALSE
"RP11-268J15.5","RP11-268J15.5",FALSE
"STK40","STK40",FALSE
"LSM10","LSM10",FALSE
"OSCP1","OSCP1",FALSE
"MRPS15","MRPS15",FALSE
"CSF3R","CSF3R",FALSE
"RP4-614N24.1","RP4-614N24.1",FALSE
"GRIK3","GRIK3",FALSE
"RP5-1180C18.1","RP5-1180C18.1",FALSE
"LINC01137","LINC01137",FALSE
"ZC3H12A","ZC3H12A",FALSE
"MEAF6","MEAF6",FALSE
"SNIP1","SNIP1",FALSE
"DNALI1","DNALI1",FALSE
"GNL2","GNL2",FALSE
"RSPO1","RSPO1",FALSE
"C1orf109","C1orf109",FALSE
"CDCA8","CDCA8",FALSE
"EPHA10","EPHA10",FALSE
"MANEAL","MANEAL",FALSE
"RP11-109P14.9","RP11-109P14.9",FALSE
"YRDC","YRDC",FALSE
"C1orf122","C1orf122",FALSE
"MTF1","MTF1",FALSE
"AL929472.1","AL929472.1",FALSE
"RP11-109P14.10","RP11-109P14.10",FALSE
"INPP5B","INPP5B",FALSE
"SF3A3","SF3A3",FALSE
"FHL3","FHL3",FALSE
"UTP11L","UTP11L",FALSE
"POU3F1","POU3F1",FALSE
"RP5-884C9.2","RP5-884C9.2",FALSE
"RP11-214L19.1","RP11-214L19.1",FALSE
"RP11-329N22.1","RP11-329N22.1",FALSE
"RRAGC","RRAGC",FALSE
"RP5-864K19.4","RP5-864K19.4",FALSE
"MYCBP","MYCBP",FALSE
"GJA9","GJA9",FALSE
"RHBDL2","RHBDL2",FALSE
"AKIRIN1","AKIRIN1",FALSE
"NDUFS5","NDUFS5",FALSE
"MACF1","MACF1",FALSE
"RP11-420K8.1","RP11-420K8.1",FALSE
"KIAA0754","KIAA0754",FALSE
"BMP8A","BMP8A",FALSE
"RP11-69E11.4","RP11-69E11.4",FALSE
"PABPC4","PABPC4",FALSE
"RP11-69E11.8","RP11-69E11.8",FALSE
"HEYL","HEYL",FALSE
"RP1-144F13.3","RP1-144F13.3",FALSE
"NT5C1A","NT5C1A",FALSE
"HPCAL4","HPCAL4",FALSE
"PPIE","PPIE",FALSE
"BMP8B","BMP8B",FALSE
"OXCT2","OXCT2",FALSE
"RP1-118J21.25","RP1-118J21.25",FALSE
"TRIT1","TRIT1",FALSE
"MYCL","MYCL",FALSE
"RP1-118J21.5","RP1-118J21.5",FALSE
"MFSD2A","MFSD2A",FALSE
"CAP1","CAP1",FALSE
"PPT1","PPT1",FALSE
"RLF","RLF",FALSE
"TMCO2","TMCO2",FALSE
"RP1-39G22.7","RP1-39G22.7",FALSE
"ZMPSTE24","ZMPSTE24",FALSE
"COL9A2","COL9A2",FALSE
"SMAP2","SMAP2",FALSE
"ZFP69B","ZFP69B",FALSE
"ZFP69","ZFP69",FALSE
"RP11-656D10.3","RP11-656D10.3",FALSE
"EXO5","EXO5",FALSE
"RP11-656D10.5","RP11-656D10.5",FALSE
"RP11-656D10.6","RP11-656D10.6",FALSE
"ZNF684","ZNF684",FALSE
"RIMS3","RIMS3",FALSE
"RP4-739H11.3","RP4-739H11.3",FALSE
"NFYC-AS1","NFYC-AS1",FALSE
"NFYC","NFYC",FALSE
"KCNQ4","KCNQ4",FALSE
"CITED4","CITED4",FALSE
"RP5-1066H13.4","RP5-1066H13.4",FALSE
"CTPS1","CTPS1",FALSE
"SLFNL1","SLFNL1",FALSE
"SCMH1","SCMH1",FALSE
"RP11-399E6.1","RP11-399E6.1",FALSE
"FOXO6","FOXO6",FALSE
"RP11-399E6.4","RP11-399E6.4",FALSE
"EDN2","EDN2",FALSE
"HIVEP3","HIVEP3",FALSE
"RP11-486B10.3","RP11-486B10.3",FALSE
"GUCA2B","GUCA2B",FALSE
"GUCA2A","GUCA2A",FALSE
"FOXJ3","FOXJ3",FALSE
"RIMKLA","RIMKLA",FALSE
"ZMYND12","ZMYND12",FALSE
"PPCS","PPCS",FALSE
"CCDC30","CCDC30",FALSE
"PPIH","PPIH",FALSE
"RP5-994D16.3","RP5-994D16.3",FALSE
"YBX1","YBX1",FALSE
"CLDN19","CLDN19",FALSE
"LEPRE1","LEPRE1",FALSE
"C1orf50","C1orf50",FALSE
"RP5-994D16.9","RP5-994D16.9",FALSE
"CCDC23","CCDC23",FALSE
"ERMAP","ERMAP",FALSE
"RP11-342M1.3","RP11-342M1.3",FALSE
"ZNF691","ZNF691",FALSE
"SLC2A1","SLC2A1",FALSE
"SLC2A1-AS1","SLC2A1-AS1",FALSE
"FAM183A","FAM183A",FALSE
"EBNA1BP2","EBNA1BP2",FALSE
"WDR65","WDR65",FALSE
"TMEM125","TMEM125",FALSE
"C1orf210","C1orf210",FALSE
"TIE1","TIE1",FALSE
"MPL","MPL",FALSE
"RP1-92O14.3","RP1-92O14.3",FALSE
"CDC20","CDC20",FALSE
"ELOVL1","ELOVL1",FALSE
"MED8","MED8",FALSE
"RP1-92O14.6","RP1-92O14.6",FALSE
"SZT2","SZT2",FALSE
"SZT2-AS1","SZT2-AS1",FALSE
"HYI","HYI",FALSE
"HYI-AS1","HYI-AS1",FALSE
"PTPRF","PTPRF",FALSE
"KDM4A","KDM4A",FALSE
"KDM4A-AS1","KDM4A-AS1",FALSE
"ST3GAL3","ST3GAL3",FALSE
"RP11-184I16.4","RP11-184I16.4",FALSE
"ARTN","ARTN",FALSE
"RP11-7O11.3","RP11-7O11.3",FALSE
"IPO13","IPO13",FALSE
"DPH2","DPH2",FALSE
"ATP6V0B","ATP6V0B",FALSE
"B4GALT2","B4GALT2",FALSE
"CCDC24","CCDC24",FALSE
"SLC6A9","SLC6A9",FALSE
"RP5-1198O20.4","RP5-1198O20.4",FALSE
"KLF17","KLF17",FALSE
"DMAP1","DMAP1",FALSE
"ERI3","ERI3",FALSE
"RNF220","RNF220",FALSE
"TMEM53","TMEM53",FALSE
"C1orf228","C1orf228",FALSE
"KIF2C","KIF2C",FALSE
"RP11-269F19.2","RP11-269F19.2",FALSE
"RPS8","RPS8",FALSE
"BEST4","BEST4",FALSE
"PLK3","PLK3",FALSE
"TCTEX1D4","TCTEX1D4",FALSE
"BTBD19","BTBD19",FALSE
"PTCH2","PTCH2",FALSE
"EIF2B3","EIF2B3",FALSE
"HECTD3","HECTD3",FALSE
"UROD","UROD",FALSE
"ZSWIM5","ZSWIM5",FALSE
"HPDL","HPDL",FALSE
"MUTYH","MUTYH",FALSE
"TOE1","TOE1",FALSE
"TESK2","TESK2",FALSE
"CCDC163P","CCDC163P",FALSE
"MMACHC","MMACHC",FALSE
"PRDX1","PRDX1",FALSE
"AKR1A1","AKR1A1",FALSE
"NASP","NASP",FALSE
"CCDC17","CCDC17",FALSE
"GPBP1L1","GPBP1L1",FALSE
"TMEM69","TMEM69",FALSE
"IPP","IPP",FALSE
"MAST2","MAST2",FALSE
"PIK3R3","PIK3R3",FALSE
"RP4-533D7.4","RP4-533D7.4",FALSE
"RP4-533D7.5","RP4-533D7.5",FALSE
"TSPAN1","TSPAN1",FALSE
"RP11-322N21.2","RP11-322N21.2",FALSE
"POMGNT1","POMGNT1",FALSE
"LURAP1","LURAP1",FALSE
"RAD54L","RAD54L",FALSE
"LRRC41","LRRC41",FALSE
"UQCRH","UQCRH",FALSE
"NSUN4","NSUN4",FALSE
"FAAH","FAAH",FALSE
"RP5-1109J22.2","RP5-1109J22.2",FALSE
"LINC00505","LINC00505",FALSE
"DMBX1","DMBX1",FALSE
"MKNK1-AS1","MKNK1-AS1",FALSE
"KNCN","KNCN",FALSE
"MKNK1","MKNK1",FALSE
"MOB3C","MOB3C",FALSE
"ATPAF1","ATPAF1",FALSE
"EFCAB14","EFCAB14",FALSE
"TEX38","TEX38",FALSE
"EFCAB14-AS1","EFCAB14-AS1",FALSE
"CYP4B1","CYP4B1",FALSE
"CYP4A11","CYP4A11",FALSE
"CYP4X1","CYP4X1",FALSE
"CYP4Z1","CYP4Z1",FALSE
"CYP4A22-AS1","CYP4A22-AS1",FALSE
"CYP4A22","CYP4A22",FALSE
"LINC00853","LINC00853",FALSE
"PDZK1IP1","PDZK1IP1",FALSE
"TAL1","TAL1",FALSE
"RP1-18D14.7","RP1-18D14.7",FALSE
"STIL","STIL",FALSE
"CMPK1","CMPK1",FALSE
"RP11-511I2.2","RP11-511I2.2",FALSE
"FOXE3","FOXE3",FALSE
"FOXD2-AS1","FOXD2-AS1",FALSE
"FOXD2","FOXD2",FALSE
"RP11-543D5.1","RP11-543D5.1",FALSE
"TRABD2B","TRABD2B",FALSE
"RP11-543D5.2","RP11-543D5.2",FALSE
"FLJ00388","FLJ00388",FALSE
"RP11-330M19.1","RP11-330M19.1",FALSE
"RP4-683M8.2","RP4-683M8.2",FALSE
"RP11-193P11.3","RP11-193P11.3",FALSE
"AL109659.1","AL109659.1",FALSE
"RP5-1024N4.2","RP5-1024N4.2",FALSE
"SLC5A9","SLC5A9",FALSE
"RP5-1024N4.4","RP5-1024N4.4",FALSE
"SPATA6","SPATA6",FALSE
"AGBL4","AGBL4",FALSE
"BEND5","BEND5",FALSE
"RP11-141A19.1","RP11-141A19.1",FALSE
"RP11-141A19.2","RP11-141A19.2",FALSE
"AL645730.2","AL645730.2",FALSE
"ELAVL4","ELAVL4",FALSE
"RP11-567C20.2","RP11-567C20.2",FALSE
"RP11-567C20.3","RP11-567C20.3",FALSE
"DMRTA2","DMRTA2",FALSE
"RP5-850O15.4","RP5-850O15.4",FALSE
"FAF1","FAF1",FALSE
"RP5-850O15.3","RP5-850O15.3",FALSE
"CDKN2C","CDKN2C",FALSE
"C1orf185","C1orf185",FALSE
"RP11-296A18.3","RP11-296A18.3",FALSE
"RNF11","RNF11",FALSE
"RP11-296A18.6","RP11-296A18.6",FALSE
"TTC39A","TTC39A",FALSE
"RP11-275F13.1","RP11-275F13.1",FALSE
"EPS15","EPS15",FALSE
"RP11-253A20.1","RP11-253A20.1",FALSE
"RP11-191G24.1","RP11-191G24.1",FALSE
"OSBPL9","OSBPL9",FALSE
"NRD1","NRD1",FALSE
"RP4-657D16.3","RP4-657D16.3",FALSE
"RP4-657D16.6","RP4-657D16.6",FALSE
"RAB3B","RAB3B",FALSE
"TXNDC12","TXNDC12",FALSE
"KTI12","KTI12",FALSE
"RP11-91A18.4","RP11-91A18.4",FALSE
"TXNDC12-AS1","TXNDC12-AS1",FALSE
"BTF3L4","BTF3L4",FALSE
"ZFYVE9","ZFYVE9",FALSE
"CC2D1B","CC2D1B",FALSE
"RP11-155O18.6","RP11-155O18.6",FALSE
"ORC1","ORC1",FALSE
"PRPF38A","PRPF38A",FALSE
"ZCCHC11","ZCCHC11",FALSE
"RP11-25O10.2","RP11-25O10.2",FALSE
"GPX7","GPX7",FALSE
"FAM159A","FAM159A",FALSE
"COA7","COA7",FALSE
"ZYG11B","ZYG11B",FALSE
"ZYG11A","ZYG11A",FALSE
"RP4-631H13.2","RP4-631H13.2",FALSE
"ECHDC2","ECHDC2",FALSE
"SCP2","SCP2",FALSE
"PODN","PODN",FALSE
"RP11-334A14.5","RP11-334A14.5",FALSE
"SLC1A7","SLC1A7",FALSE
"RP11-334A14.8","RP11-334A14.8",FALSE
"CPT2","CPT2",FALSE
"RP5-1024G6.2","RP5-1024G6.2",FALSE
"C1orf123","C1orf123",FALSE
"RP5-1024G6.7","RP5-1024G6.7",FALSE
"MAGOH","MAGOH",FALSE
"RP5-1024G6.5","RP5-1024G6.5",FALSE
"RP5-1024G6.8","RP5-1024G6.8",FALSE
"LRP8","LRP8",FALSE
"RP4-784A16.1","RP4-784A16.1",FALSE
"RP4-784A16.2","RP4-784A16.2",FALSE
"RP4-784A16.4","RP4-784A16.4",FALSE
"RP4-784A16.5","RP4-784A16.5",FALSE
"RP11-117D22.1","RP11-117D22.1",FALSE
"RP11-117D22.2","RP11-117D22.2",FALSE
"DMRTB1","DMRTB1",FALSE
"GLIS1","GLIS1",FALSE
"NDC1","NDC1",FALSE
"YIPF1","YIPF1",FALSE
"DIO1","DIO1",FALSE
"HSPB11","HSPB11",FALSE
"LRRC42","LRRC42",FALSE
"LDLRAD1","LDLRAD1",FALSE
"RP4-758J24.5","RP4-758J24.5",FALSE
"TMEM59","TMEM59",FALSE
"TCEANC2","TCEANC2",FALSE
"AL161915.1","AL161915.1",FALSE
"CDCP2","CDCP2",FALSE
"RP11-446E24.4","RP11-446E24.4",FALSE
"AL357673.1","AL357673.1",FALSE
"CYB5RL","CYB5RL",FALSE
"MRPL37","MRPL37",FALSE
"SSBP3","SSBP3",FALSE
"SSBP3-AS1","SSBP3-AS1",FALSE
"RP5-997D24.3","RP5-997D24.3",FALSE
"RP4-705F19.1","RP4-705F19.1",FALSE
"RP5-866L20.1","RP5-866L20.1",FALSE
"ACOT11","ACOT11",FALSE
"FAM151A","FAM151A",FALSE
"MROH7-TTC4","MROH7-TTC4",FALSE
"MROH7","MROH7",FALSE
"TTC4","TTC4",FALSE
"PARS2","PARS2",FALSE
"TTC22","TTC22",FALSE
"RP11-67L3.2","RP11-67L3.2",FALSE
"C1orf177","C1orf177",FALSE
"DHCR24","DHCR24",FALSE
"RP11-67L3.5","RP11-67L3.5",FALSE
"RP11-67L3.4","RP11-67L3.4",FALSE
"TMEM61","TMEM61",FALSE
"RP11-12C17.2","RP11-12C17.2",FALSE
"BSND","BSND",FALSE
"PCSK9","PCSK9",FALSE
"USP24","USP24",FALSE
"RP11-101C11.1","RP11-101C11.1",FALSE
"RP11-466L17.1","RP11-466L17.1",FALSE
"RP11-90C4.1","RP11-90C4.1",FALSE
"RP11-90C4.2","RP11-90C4.2",FALSE
"RP11-90C4.3","RP11-90C4.3",FALSE
"RP1-158P9.1","RP1-158P9.1",FALSE
"RP11-504A18.1","RP11-504A18.1",FALSE
"RP4-710M16.2","RP4-710M16.2",FALSE
"PPAP2B","PPAP2B",FALSE
"PRKAA2","PRKAA2",FALSE
"C1orf168","C1orf168",FALSE
"RP11-378I13.1","RP11-378I13.1",FALSE
"C8A","C8A",FALSE
"C8B","C8B",FALSE
"RP5-1103B4.3","RP5-1103B4.3",FALSE
"DAB1","DAB1",FALSE
"RP6-102O10.1","RP6-102O10.1",FALSE
"DAB1-AS1","DAB1-AS1",FALSE
"RP11-393I23.4","RP11-393I23.4",FALSE
"OMA1","OMA1",FALSE
"TACSTD2","TACSTD2",FALSE
"MYSM1","MYSM1",FALSE
"JUN","JUN",FALSE
"LINC01135","LINC01135",FALSE
"RP11-63G10.3","RP11-63G10.3",FALSE
"RP11-63G10.2","RP11-63G10.2",FALSE
"RP4-794H19.1","RP4-794H19.1",FALSE
"RP4-794H19.4","RP4-794H19.4",FALSE
"RP11-145M4.1","RP11-145M4.1",FALSE
"RP11-145M4.2","RP11-145M4.2",FALSE
"RP11-145M4.3","RP11-145M4.3",FALSE
"RP11-467C18.1","RP11-467C18.1",FALSE
"FGGY","FGGY",FALSE
"RP4-782L23.2","RP4-782L23.2",FALSE
"RP4-782L23.1","RP4-782L23.1",FALSE
"HOOK1","HOOK1",FALSE
"CYP2J2","CYP2J2",FALSE
"C1orf87","C1orf87",FALSE
"RP11-575B7.3","RP11-575B7.3",FALSE
"RP11-776H12.1","RP11-776H12.1",FALSE
"RP11-436K8.1","RP11-436K8.1",FALSE
"NFIA","NFIA",FALSE
"RP4-668G5.1","RP4-668G5.1",FALSE
"RP5-833A20.1","RP5-833A20.1",FALSE
"TM2D1","TM2D1",FALSE
"RP11-430G17.3","RP11-430G17.3",FALSE
"INADL","INADL",FALSE
"L1TD1","L1TD1",FALSE
"KANK4","KANK4",FALSE
"USP1","USP1",FALSE
"DOCK7","DOCK7",FALSE
"ANGPTL3","ANGPTL3",FALSE
"AL138847.1","AL138847.1",FALSE
"RP11-230B22.1","RP11-230B22.1",FALSE
"ATG4C","ATG4C",FALSE
"RP4-771M4.3","RP4-771M4.3",FALSE
"RP11-5P4.1","RP11-5P4.1",FALSE
"RP11-5P4.2","RP11-5P4.2",FALSE
"RP11-5P4.3","RP11-5P4.3",FALSE
"RP11-335E6.2","RP11-335E6.2",FALSE
"RP11-335E6.4","RP11-335E6.4",FALSE
"LINC00466","LINC00466",FALSE
"RP11-335E6.3","RP11-335E6.3",FALSE
"RP4-792G4.2","RP4-792G4.2",FALSE
"FOXD3","FOXD3",FALSE
"ALG6","ALG6",FALSE
"ITGB3BP","ITGB3BP",FALSE
"EFCAB7","EFCAB7",FALSE
"DLEU2L","DLEU2L",FALSE
"PGM1","PGM1",FALSE
"ROR1","ROR1",FALSE
"RP11-24J23.2","RP11-24J23.2",FALSE
"UBE2U","UBE2U",FALSE
"CACHD1","CACHD1",FALSE
"RAVER2","RAVER2",FALSE
"JAK1","JAK1",FALSE
"RP11-182I10.3","RP11-182I10.3",FALSE
"RP4-535B20.4","RP4-535B20.4",FALSE
"RP4-535B20.1","RP4-535B20.1",FALSE
"AK4","AK4",FALSE
"DNAJC6","DNAJC6",FALSE
"RP5-1044H5.1","RP5-1044H5.1",FALSE
"LEPR","LEPR",FALSE
"LEPROT","LEPROT",FALSE
"PDE4B","PDE4B",FALSE
"RP11-397C12.1","RP11-397C12.1",FALSE
"SGIP1","SGIP1",FALSE
"AL139147.1","AL139147.1",FALSE
"TCTEX1D1","TCTEX1D1",FALSE
"INSL5","INSL5",FALSE
"WDR78","WDR78",FALSE
"RP11-342H21.2","RP11-342H21.2",FALSE
"MIER1","MIER1",FALSE
"SLC35D1","SLC35D1",FALSE
"C1orf141","C1orf141",FALSE
"IL23R","IL23R",FALSE
"IL12RB2","IL12RB2",FALSE
"SERBP1","SERBP1",FALSE
"RP4-763G1.2","RP4-763G1.2",FALSE
"GADD45A","GADD45A",FALSE
"GNG12","GNG12",FALSE
"GNG12-AS1","GNG12-AS1",FALSE
"DIRAS3","DIRAS3",FALSE
"WLS","WLS",FALSE
"RPE65","RPE65",FALSE
"DEPDC1","DEPDC1",FALSE
"RP4-694A7.2","RP4-694A7.2",FALSE
"RP4-694A7.4","RP4-694A7.4",FALSE
"RP11-424D14.1","RP11-424D14.1",FALSE
"RP11-74K19.1","RP11-74K19.1",FALSE
"RP3-380B4.1","RP3-380B4.1",FALSE
"LRRC7","LRRC7",FALSE
"RP11-181B18.1","RP11-181B18.1",FALSE
"LRRC40","LRRC40",FALSE
"SRSF11","SRSF11",FALSE
"RP4-677H15.4","RP4-677H15.4",FALSE
"ANKRD13C","ANKRD13C",FALSE
"HHLA3","HHLA3",FALSE
"RP11-180O5.2","RP11-180O5.2",FALSE
"CTH","CTH",FALSE
"RP11-42O15.3","RP11-42O15.3",FALSE
"RP5-952N6.1","RP5-952N6.1",FALSE
"RP11-99H8.1","RP11-99H8.1",FALSE
"PTGER3","PTGER3",FALSE
"RP3-333A15.1","RP3-333A15.1",FALSE
"ZRANB2-AS1","ZRANB2-AS1",FALSE
"ZRANB2","ZRANB2",FALSE
"RP11-386O9.2","RP11-386O9.2",FALSE
"NEGR1","NEGR1",FALSE
"RP11-82L20.1","RP11-82L20.1",FALSE
"RP4-660H19.1","RP4-660H19.1",FALSE
"RP11-262K1.1","RP11-262K1.1",FALSE
"RP4-598G3.1","RP4-598G3.1",FALSE
"RP4-788P17.1","RP4-788P17.1",FALSE
"LRRIQ3","LRRIQ3",FALSE
"FPGT","FPGT",FALSE
"FPGT-TNNI3K","FPGT-TNNI3K",FALSE
"TNNI3K","TNNI3K",FALSE
"RP11-439H8.4","RP11-439H8.4",FALSE
"RP4-650F12.2","RP4-650F12.2",FALSE
"LRRC53","LRRC53",FALSE
"C1orf173","C1orf173",FALSE
"RP4-612J11.1","RP4-612J11.1",FALSE
"RP11-17E13.2","RP11-17E13.2",FALSE
"CRYZ","CRYZ",FALSE
"TYW3","TYW3",FALSE
"RP11-93N20.1","RP11-93N20.1",FALSE
"RP11-510C10.4","RP11-510C10.4",FALSE
"RP11-510C10.2","RP11-510C10.2",FALSE
"LHX8","LHX8",FALSE
"RP11-510C10.3","RP11-510C10.3",FALSE
"SLC44A5","SLC44A5",FALSE
"RP4-682C21.5","RP4-682C21.5",FALSE
"ACADM","ACADM",FALSE
"RABGGTB","RABGGTB",FALSE
"MSH4","MSH4",FALSE
"ASB17","ASB17",FALSE
"RP11-550H2.1","RP11-550H2.1",FALSE
"RP11-550H2.2","RP11-550H2.2",FALSE
"ST6GALNAC3","ST6GALNAC3",FALSE
"RP5-1102E8.3","RP5-1102E8.3",FALSE
"RP11-415A20.1","RP11-415A20.1",FALSE
"ST6GALNAC5","ST6GALNAC5",FALSE
"RP4-564M11.2","RP4-564M11.2",FALSE
"PIGK","PIGK",FALSE
"AK5","AK5",FALSE
"RP11-375A5.1","RP11-375A5.1",FALSE
"ZZZ3","ZZZ3",FALSE
"USP33","USP33",FALSE
"FAM73A","FAM73A",FALSE
"NEXN-AS1","NEXN-AS1",FALSE
"NEXN","NEXN",FALSE
"FUBP1","FUBP1",FALSE
"DNAJB4","DNAJB4",FALSE
"GIPC2","GIPC2",FALSE
"RP11-386I14.4","RP11-386I14.4",FALSE
"PTGFR","PTGFR",FALSE
"IFI44L","IFI44L",FALSE
"IFI44","IFI44",FALSE
"ELTD1","ELTD1",FALSE
"RP4-726F1.1","RP4-726F1.1",FALSE
"RP11-339A11.2","RP11-339A11.2",FALSE
"RP11-339D23.1","RP11-339D23.1",FALSE
"RP11-115A15.1","RP11-115A15.1",FALSE
"RP5-887A10.1","RP5-887A10.1",FALSE
"LPHN2","LPHN2",FALSE
"RP5-837I24.2","RP5-837I24.2",FALSE
"RP5-837I24.4","RP5-837I24.4",FALSE
"RP11-147G16.1","RP11-147G16.1",FALSE
"RP4-601K24.1","RP4-601K24.1",FALSE
"RP11-170N11.1","RP11-170N11.1",FALSE
"RP11-413G15.1","RP11-413G15.1",FALSE
"RP11-475O6.1","RP11-475O6.1",FALSE
"RP5-836J3.1","RP5-836J3.1",FALSE
"TTLL7","TTLL7",FALSE
"RP11-486G15.2","RP11-486G15.2",FALSE
"PRKACB","PRKACB",FALSE
"SAMD13","SAMD13",FALSE
"DNASE2B","DNASE2B",FALSE
"RPF1","RPF1",FALSE
"GNG5","GNG5",FALSE
"CTBS","CTBS",FALSE
"C1orf180","C1orf180",FALSE
"SSX2IP","SSX2IP",FALSE
"LPAR3","LPAR3",FALSE
"MCOLN2","MCOLN2",FALSE
"WDR63","WDR63",FALSE
"MCOLN3","MCOLN3",FALSE
"SYDE2","SYDE2",FALSE
"C1orf52","C1orf52",FALSE
"BCL10","BCL10",FALSE
"RP11-131L23.1","RP11-131L23.1",FALSE
"DDAH1","DDAH1",FALSE
"RP11-131L23.2","RP11-131L23.2",FALSE
"RP11-290M5.4","RP11-290M5.4",FALSE
"CYR61","CYR61",FALSE
"RP11-290M5.2","RP11-290M5.2",FALSE
"ZNHIT6","ZNHIT6",FALSE
"COL24A1","COL24A1",FALSE
"ODF2L","ODF2L",FALSE
"CLCA2","CLCA2",FALSE
"CLCA1","CLCA1",FALSE
"CLCA4","CLCA4",FALSE
"RP4-651E10.4","RP4-651E10.4",FALSE
"RP4-612B15.3","RP4-612B15.3",FALSE
"SH3GLB1","SH3GLB1",FALSE
"SEP15","SEP15",FALSE
"HS2ST1","HS2ST1",FALSE
"RP4-604K5.3","RP4-604K5.3",FALSE
"RP4-604K5.2","RP4-604K5.2",FALSE
"RP5-1052I5.2","RP5-1052I5.2",FALSE
"LINC01140","LINC01140",FALSE
"LMO4","LMO4",FALSE
"RP4-544H6.2","RP4-544H6.2",FALSE
"RP5-1027O11.1","RP5-1027O11.1",FALSE
"RP11-76N22.2","RP11-76N22.2",FALSE
"PKN2","PKN2",FALSE
"GTF2B","GTF2B",FALSE
"CCBL2","CCBL2",FALSE
"RBMXL1","RBMXL1",FALSE
"GBP3","GBP3",FALSE
"GBP1","GBP1",FALSE
"GBP2","GBP2",FALSE
"GBP7","GBP7",FALSE
"GBP4","GBP4",FALSE
"GBP5","GBP5",FALSE
"RP4-620F22.2","RP4-620F22.2",FALSE
"GBP6","GBP6",FALSE
"LRRC8B","LRRC8B",FALSE
"RP5-1007M22.2","RP5-1007M22.2",FALSE
"LRRC8C","LRRC8C",FALSE
"RP11-302M6.4","RP11-302M6.4",FALSE
"RP5-943J3.2","RP5-943J3.2",FALSE
